asset_type,SYMBOL,SECURITY_NAME,SEDOL,ISIN,reference_price_date,reference_price,fund_price,price_difference
Equity,TRV,SEC-Travelers Companies (The),,,9/9/2022,161.56,173.66,12.1
Equity,LH,SEC-LabCorp,,,9/9/2022,201.88,206.63,4.75
Equity,PNW,SEC-Pinnacle West,,,9/9/2022,73.59,80.62,7.03
Equity,KMI,SEC-Kinder Morgan,,,9/9/2022,17.19,16.95,-0.24
Equity,PRU,SEC-Prudential Financial,,,9/9/2022,93.46,87.03,-6.43
Equity,LIN,SEC-Linde plc,,,9/9/2022,283.94,381.08,97.14
Equity,ALGN,SEC-Align Technology,,,9/9/2022,263.11,353.64,90.53
Equity,WHR,SEC-Whirlpool Corporation,,,9/9/2022,152.23,146.87,-5.36
Equity,ATO,Atmos Energy,,,9/9/2022,115.13,120.94,5.81
Equity,MKTX,MarketAxess,,,9/9/2022,263.28,268.5,5.22
Equity,CHD,Church & Dwight,,,9/9/2022,80.55,95.4,14.85
Equity,WYNN,Wynn Resorts,,,9/9/2022,62.47,108.69,46.22
Equity,GOOG,Alphabet Inc. (Class C),,,9/9/2022,111.78,133.11,21.33
Equity,NVR,"NVR, Inc.",,,9/9/2022,4263.82,6306.44,2042.62
Equity,NEM,Newmont,,,9/9/2022,41.85,42.92,1.07
Equity,IT,Gartner,,,9/9/2022,306.14,353.59,47.45
Equity,MA,Mastercard,,,9/9/2022,333.76,394.28,60.52
Equity,APH,Amphenol,,,9/9/2022,75.09,88.31,13.22
Equity,MOS,Mosaic Company (The),,,9/9/2022,55.24,40.76,-14.48
Equity,RTX,RTX Corporation,,,9/9/2022,85.92,87.32,1.4
Equity,LMT,Lockheed Martin,,,9/9/2022,413.51,446.37,32.86
Equity,COF,Capital One,,,9/9/2022,105.85,116.4,10.55
Equity,ODFL,Old Dominion,,,9/9/2022,267.86,419.49,151.63
Equity,PXD,Pioneer Natural Resources,,,9/9/2022,224.13,225.67,1.54
Equity,FITB,Fifth Third Bank,,,9/9/2022,34.16,29.1,-5.06
Equity,DHI,D.R. Horton,,,9/9/2022,72.62,126.76,54.14
Equity,ORCL,Oracle Corporation,,,9/9/2022,74.66,117.23,42.57
Equity,NSC,Norfolk Southern Railway,,,9/9/2022,244.04,232.22,-11.82
Equity,HUM,Humana,,,9/9/2022,475.19,456.83,-18.36
Equity,UDR,"UDR, Inc.",,,9/9/2022,46.1,40.88,-5.22
Equity,QCOM,Qualcomm,,,9/9/2022,129.52,132.17,2.65
Equity,META,Meta Platforms,,,9/9/2022,169.15,318.6,149.45
Equity,USB,U.S. Bank,,,9/9/2022,45.21,39.68,-5.53
Equity,MO,Altria,,,9/9/2022,41.88,45.42,3.54
Equity,ANET,Arista Networks,,,9/9/2022,124.41,155.09,30.68
Equity,DD,DuPont,,,9/9/2022,57.26,77.63,20.37
Equity,KMB,Kimberly-Clark,,,9/9/2022,123.48,129.1,5.62
Equity,ACN,Accenture,,,9/9/2022,285.92,316.35,30.43
Equity,IDXX,Idexx Laboratories,,,9/9/2022,374.13,554.73,180.6
Equity,BR,Broadridge Financial Solutions,,,9/9/2022,169.13,167.92,-1.21
Equity,TJX,TJX Companies,,,9/9/2022,65.57,86.2,20.63
Equity,FE,FirstEnergy,,,9/9/2022,39.85,38.98,-0.87
Equity,BA,Boeing,,,9/9/2022,157.52,238.85,81.33
Equity,SPGI,S&P Global,,,9/9/2022,365.8,393.59,27.79
Equity,EA,Electronic Arts,,,9/9/2022,128.33,136.35,8.02
Equity,TEL,TE Connectivity,,,9/9/2022,126.73,142.84,16.11
Equity,SBAC,SBA Communications,,,9/9/2022,326.33,218.1,-108.23
Equity,DFS,Discover Financial,,,9/9/2022,99.9,104.72,4.82
Equity,ALGN,Align Technology,,,9/9/2022,263.11,377.89,114.78
Equity,PSA,Public Storage,,,9/9/2022,328.0,281.75,-46.25
Equity,REGN,Regeneron,,,9/9/2022,724.32,741.91,17.59
Equity,ETSY,Etsy,,,9/9/2022,110.42,101.65,-8.77
Equity,WMT,Walmart,,,9/9/2022,134.78,159.29,24.51
Equity,DAL,Delta Air Lines,,,9/9/2022,32.59,46.26,13.67
Equity,MNST,Monster Beverage,,,9/9/2022,46.22,57.49,11.27
Equity,PWR,Quanta Services,,,9/9/2022,146.46,201.62,55.16
Equity,ETR,Entergy,,,9/9/2022,116.36,102.7,-13.66
Equity,KR,Kroger,,,9/9/2022,50.79,48.35,-2.44
Equity,IEX,IDEX Corporation,,,9/9/2022,207.62,225.81,18.19
Equity,ZTS,Zoetis,,,9/9/2022,162.87,188.09,25.22
Equity,BG,Bunge Limited,,,9/9/2022,94.45,108.02,13.57
Equity,SRE,Sempra Energy,,,9/9/2022,81.71,74.51,-7.2
Equity,ACGL,Arch Capital Group,,,9/9/2022,46.52,77.69,31.17
Equity,TGT,Target Corporation,,,9/9/2022,168.89,135.31,-33.58
Equity,ADSK,Autodesk,,,9/9/2022,211.68,211.99,0.31
Equity,EPAM,EPAM Systems,,,9/9/2022,432.44,236.81,-195.63
Equity,ATO,Atmos Energy,,,9/9/2022,115.13,111.38,-3.75
Equity,MKTX,MarketAxess,,,9/9/2022,263.28,339.72,76.44
Equity,CHD,Church & Dwight,,,9/9/2022,80.55,83.31,2.76
Equity,WYNN,Wynn Resorts,,,9/9/2022,62.47,107.84,45.37
Equity,GOOG,Alphabet Inc. (Class C),,,9/9/2022,111.78,90.3,-21.48
Equity,NVR,"NVR, Inc.",,,9/9/2022,4263.82,5173.62,909.8
Equity,NEM,Newmont,,,9/9/2022,41.85,42.77,0.92
Equity,IT,Gartner,,,9/9/2022,306.14,327.81,21.67
Equity,MA,Mastercard,,,9/9/2022,333.76,354.22,20.46
Equity,APH,Amphenol,,,9/9/2022,75.09,77.11,2.02
Equity,MOS,Mosaic Company (The),,,9/9/2022,55.24,52.4,-2.84
Equity,RTX,RTX Corporation,,,9/9/2022,85.92,96.82,10.9
Equity,LMT,Lockheed Martin,,,9/9/2022,413.51,471.08,57.57
Equity,COF,Capital One,,,9/9/2022,105.85,107.76,1.91
Equity,ODFL,Old Dominion,,,9/9/2022,267.86,338.83,70.97
Equity,PXD,Pioneer Natural Resources,,,9/9/2022,224.13,191.92,-32.21
Equity,FITB,Fifth Third Bank,,,9/9/2022,34.16,35.41,1.25
Equity,DHI,D.R. Horton,,,9/9/2022,72.62,92.08,19.46
Equity,ORCL,Oracle Corporation,,,9/9/2022,74.66,86.72,12.06
Equity,NSC,Norfolk Southern Railway,,,9/9/2022,244.04,222.02,-22.02
Equity,HUM,Humana,,,9/9/2022,475.19,493.14,17.95
Equity,UDR,"UDR, Inc.",,,9/9/2022,46.1,41.99,-4.11
Equity,QCOM,Qualcomm,,,9/9/2022,129.52,121.93,-7.59
Equity,META,Meta Platforms,,,9/9/2022,169.15,174.94,5.79
Equity,USB,U.S. Bank,,,9/9/2022,45.21,46.4,1.19
Equity,MO,Altria,,,9/9/2022,41.88,44.53,2.65
Equity,ANET,Arista Networks,,,9/9/2022,124.41,138.7,14.29
Equity,DD,DuPont,,,9/9/2022,57.26,72.31,15.05
Equity,KMB,Kimberly-Clark,,,9/9/2022,123.48,122.78,-0.7
Equity,ACN,Accenture,,,9/9/2022,285.92,263.55,-22.37
Equity,IDXX,Idexx Laboratories,,,9/9/2022,374.13,473.24,99.11
Equity,BR,Broadridge Financial Solutions,,,9/9/2022,169.13,139.39,-29.74
Equity,TJX,TJX Companies,,,9/9/2022,65.57,75.98,10.41
Equity,FE,FirstEnergy,,,9/9/2022,39.85,38.73,-1.12
Equity,BA,Boeing,,,9/9/2022,157.52,201.55,44.03
Equity,SPGI,S&P Global,,,9/9/2022,365.8,339.55,-26.25
Equity,EA,Electronic Arts,,,9/9/2022,128.33,110.77,-17.56
Equity,TEL,TE Connectivity,,,9/9/2022,126.73,126.13,-0.6
Equity,SBAC,SBA Communications,,,9/9/2022,326.33,256.49,-69.84
Equity,DFS,Discover Financial,,,9/9/2022,99.9,110.36,10.46
Equity,ALGN,Align Technology,,,9/9/2022,263.11,309.5,46.39
Equity,PSA,Public Storage,,,9/9/2022,328.0,292.77,-35.23
Equity,REGN,Regeneron,,,9/9/2022,724.32,760.42,36.1
Equity,ETSY,Etsy,,,9/9/2022,110.42,121.41,10.99
Equity,WMT,Walmart,,,9/9/2022,134.78,140.51,5.73
Equity,DAL,Delta Air Lines,,,9/9/2022,32.59,38.26,5.67
Equity,MNST,Monster Beverage,,,9/9/2022,46.22,50.88,4.66
Equity,PWR,Quanta Services,,,9/9/2022,146.46,161.25,14.79
Equity,ETR,Entergy,,,9/9/2022,116.36,101.84,-14.52
Equity,KR,Kroger,,,9/9/2022,50.79,42.66,-8.13
Equity,IEX,IDEX Corporation,,,9/9/2022,207.62,223.62,16.0
Equity,ZTS,Zoetis,,,9/9/2022,162.87,166.28,3.41
Equity,BG,Bunge Limited,,,9/9/2022,94.45,94.27,-0.18
Equity,SRE,Sempra Energy,,,9/9/2022,81.71,72.56,-9.15
Equity,ACGL,Arch Capital Group,,,9/9/2022,46.52,70.0,23.48
Equity,TGT,Target Corporation,,,9/9/2022,168.89,165.94,-2.95
Equity,ADSK,Autodesk,,,9/9/2022,211.68,198.69,-12.99
Equity,EPAM,EPAM Systems,,,9/9/2022,432.44,307.65,-124.79
Equity,ALL,FIN-Allstate,,,9/9/2022,123.76,112.68,-11.08
Equity,ALB,FIN-Albemarle Corporation,,,9/9/2022,298.42,212.28,-86.14
Equity,AKAM,FIN-Akamai,,,9/9/2022,91.69,94.5,2.81
Equity,MTD,FIN-Mettler Toledo,,,9/9/2022,1300.95,1257.47,-43.48
Equity,CARR,FIN-Carrier Global,,,9/9/2022,41.46,59.55,18.09
Equity,SJM,FIN-J.M. Smucker Company (The),,,9/9/2022,135.65,149.54,13.89
Equity,VZ,FIN-Verizon,,,9/9/2022,39.53,34.08,-5.45
Equity,VMC,FIN-Vulcan Materials Company,,,9/9/2022,170.32,220.08,49.76
Equity,STZ,FIN-Constellation Brands,,,9/9/2022,243.27,271.9,28.63
Equity,KEYS,FIN-Keysight,,,9/9/2022,172.36,161.08,-11.28
Equity,HRL,FIN-Hormel Foods,,,9/9/2022,45.68,40.88,-4.8
Equity,ABC,FIN-AmerisourceBergen,,,9/9/2022,145.57,186.41,40.84
Equity,CRL,FIN-Charles River Laboratories,,,9/9/2022,218.24,209.54,-8.7
Equity,FTV,FIN-Fortive,,,9/9/2022,65.81,78.35,12.54
Equity,WHR,FIN-Whirlpool Corporation,,,9/9/2022,152.23,142.4,-9.83
Equity,COP,FIN-ConocoPhillips,,,9/9/2022,106.57,117.21,10.64
Equity,AON,FIN-Aon,,,9/9/2022,289.91,318.5,28.59
Equity,TMO,FIN-Thermo Fisher Scientific,,,9/9/2022,568.05,548.66,-19.39
Equity,CDNS,FIN-Cadence Design Systems,,,9/9/2022,174.68,234.01,59.33
Equity,EG,FIN-Everest Re,,,9/9/2022,278.64,360.51,81.87
Equity,FMC,FIN-FMC Corporation,,,9/9/2022,110.47,96.23,-14.24
Equity,CSX,FIN-CSX,,,9/9/2022,32.3,33.32,1.02
Equity,MA,FIN-Mastercard,,,9/9/2022,333.76,394.28,60.52
Equity,EPAM,FIN-EPAM Systems,,,9/9/2022,432.44,236.81,-195.63
Equity,LEN,FIN-Lennar,,,9/9/2022,78.63,126.83,48.2
Equity,ADSK,FIN-Autodesk,,,9/9/2022,211.68,211.99,0.31
Equity,HII,FIN-Huntington Ingalls Industries,,,9/9/2022,229.99,228.38,-1.61
Equity,XYL,FIN-Xylem Inc.,,,9/9/2022,95.99,112.75,16.76
Equity,MPWR,FIN-Monolithic Power Systems,,,9/9/2022,443.58,559.49,115.91
Equity,JBHT,FIN-J.B. Hunt,,,9/9/2022,172.51,203.52,31.01
Equity,MPC,FIN-Marathon Petroleum,,,9/9/2022,97.64,132.35,34.71
Equity,MAR,FIN-Marriott International,,,9/9/2022,160.67,201.3,40.63
Equity,LLY,FIN-Eli Lilly and Company,,,9/9/2022,314.34,453.58,139.24
Equity,TXN,FIN-Texas Instruments,,,9/9/2022,165.74,180.0,14.26
Equity,ITW,FIN-Illinois Tool Works,,,9/9/2022,201.67,263.32,61.65
Equity,BBY,FIN-Best Buy,,,9/9/2022,72.75,83.05,10.3
Equity,BEN,FIN-Franklin Templeton,,,9/9/2022,25.17,29.24,4.07
Equity,IQV,FIN-IQVIA,,,9/9/2022,223.17,223.76,0.59
Equity,UAL,FIN-United Airlines Holdings,,,9/9/2022,39.26,54.31,15.05
Equity,MO,FIN-Altria,,,9/9/2022,41.88,45.42,3.54
Equity,ZTS,FIN-Zoetis,,,9/9/2022,162.87,188.09,25.22
Equity,INVH,FIN-Invitation Homes,,,9/9/2022,38.37,35.23,-3.14
Equity,ON,FIN-ON Semiconductor,,,9/9/2022,71.67,107.75,36.08
Equity,HD,FIN-Home Depot (The),,,9/9/2022,293.71,333.84,40.13
Equity,PRU,FIN-Prudential Financial,,,9/9/2022,93.46,95.19,1.73
Equity,APTV,FIN-Aptiv,,,9/9/2022,96.74,109.49,12.75
Equity,VICI,FIN-Vici Properties,,,9/9/2022,32.12,31.48,-0.64
Equity,ESS,FIN-Essex Property Trust,,,9/9/2022,267.13,243.55,-23.58
Equity,TAP,FIN-Molson Coors Beverage Company,,,9/9/2022,51.07,69.77,18.7
Equity,CPB,FIN-Campbell Soup Company,,,9/9/2022,46.56,45.82,-0.74
Equity,FANG,FIN-Diamondback Energy,,,9/9/2022,128.93,146.49,17.56
Equity,K,FIN-Kellogg's,,,9/9/2022,70.22,66.89,-3.33
Equity,DLTR,FIN-Dollar Tree,,,9/9/2022,144.45,154.33,9.88
Equity,CVX,FIN-Chevron Corporation,,,9/9/2022,154.34,162.1,7.76
Equity,DFS,FIN-Discover Financial,,,9/9/2022,99.9,104.72,4.82
Equity,TAP,Molson Coors Beverage Company,,,9/9/2022,51.07,49.37,-1.7
Equity,VRSN,Verisign,,,9/9/2022,190.56,200.46,9.9
Equity,TDY,Teledyne Technologies,,,9/9/2022,387.65,397.98,10.33
Equity,ADI,Analog Devices,,,9/9/2022,152.06,140.66,-11.4
Equity,MA,Mastercard,,,9/9/2022,333.76,326.66,-7.1
Equity,WMB,Williams Companies,,,9/9/2022,31.42,31.39,-0.03
Equity,VFC,VF Corporation,,,9/9/2022,41.41,26.98,-14.43
Equity,VZ,Verizon,,,9/9/2022,39.53,35.56,-3.97
Equity,NDSN,Nordson Corporation,,,9/9/2022,231.63,222.46,-9.17
Equity,KR,Kroger,,,9/9/2022,50.79,46.24,-4.55
Equity,O,Realty Income,,,9/9/2022,63.87,60.04,-3.83
Equity,NTAP,NetApp,,,9/9/2022,70.3,67.72,-2.58
Equity,NUE,Nucor,,,9/9/2022,141.41,130.02,-11.39
Equity,MOS,Mosaic Company (The),,,9/9/2022,55.24,52.79,-2.45
Equity,BAC,Bank of America,,,9/9/2022,34.24,35.32,1.08
Equity,DOV,Dover Corporation,,,9/9/2022,128.09,129.29,1.2
Equity,GD,General Dynamics,,,9/9/2022,226.38,245.53,19.15
Equity,FOXA,Fox Corporation (Class A),,,9/9/2022,34.28,28.67,-5.61
Equity,ADSK,Autodesk,,,9/9/2022,211.68,214.3,2.62
Equity,BXP,Boston Properties,,,9/9/2022,80.5,69.09,-11.41
Equity,GPN,Global Payments,,,9/9/2022,131.38,113.4,-17.98
Equity,AES,AES Corporation,,,9/9/2022,26.7,25.62,-1.08
Equity,BLK,BlackRock,,,9/9/2022,680.73,632.22,-48.51
Equity,ALL,Allstate,,,9/9/2022,123.76,123.57,-0.19
Equity,TRV,Travelers Companies (The),,,9/9/2022,161.56,181.55,19.99
Equity,VRTX,Vertex Pharmaceuticals,,,9/9/2022,292.11,312.0,19.89
Equity,MAR,Marriott International,,,9/9/2022,160.67,158.44,-2.23
Equity,SNA,Snap-on,,,9/9/2022,217.71,216.37,-1.34
Equity,CSGP,CoStar Group,,,9/9/2022,78.42,82.72,4.3
Equity,AON,Aon,,,9/9/2022,289.91,279.94,-9.97
Equity,ABBV,AbbVie,,,9/9/2022,135.91,142.12,6.21
Equity,WHR,Whirlpool Corporation,,,9/9/2022,152.23,131.36,-20.87
Equity,DVA,DaVita Inc.,,,9/9/2022,92.62,73.01,-19.61
Equity,BMY,Bristol Myers Squibb,,,9/9/2022,67.92,75.56,7.64
Equity,VTRS,Viatris,,,9/9/2022,9.44,9.68,0.24
Equity,WM,Waste Management,,,9/9/2022,171.18,156.34,-14.84
Equity,ENPH,Enphase,,,9/9/2022,305.7,307.0,1.3
Equity,PHM,PulteGroup,,,9/9/2022,41.26,39.65,-1.61
Equity,MSCI,MSCI,,,9/9/2022,486.11,463.94,-22.17
Equity,GNRC,Generac,,,9/9/2022,238.0,115.91,-122.09
Equity,TFX,Teleflex,,,9/9/2022,240.73,213.3,-27.43
Equity,NVDA,Nvidia,,,9/9/2022,143.79,134.9,-8.89
Equity,SO,Southern Company,,,9/9/2022,76.35,62.87,-13.48
Equity,TDG,TransDigm Group,,,9/9/2022,619.92,575.76,-44.16
Equity,MCHP,Microchip Technology,,,9/9/2022,65.72,60.59,-5.13
Equity,BALL,Ball Corporation,,,9/9/2022,58.68,48.85,-9.83
Equity,NI,NiSource,,,9/9/2022,29.37,25.0,-4.37
Equity,AVB,AvalonBay Communities,,,9/9/2022,206.55,170.11,-36.44
Equity,MPC,Marathon Petroleum,,,9/9/2022,97.64,110.93,13.29
Equity,FIS,FIS,,,9/9/2022,88.78,80.97,-7.81
Equity,TEL,TE Connectivity,,,9/9/2022,126.73,120.04,-6.69
Equity,CAT,Caterpillar Inc.,,,9/9/2022,185.4,213.21,27.81
Equity,TAP,Molson Coors Beverage Company,,,9/9/2022,51.07,51.34,0.27
Equity,VRSN,Verisign,,,9/9/2022,190.56,211.33,20.77
Equity,TDY,Teledyne Technologies,,,9/9/2022,387.65,447.36,59.71
Equity,ADI,Analog Devices,,,9/9/2022,152.06,196.28,44.22
Equity,MA,Mastercard,,,9/9/2022,333.76,362.32,28.56
Equity,WMB,Williams Companies,,,9/9/2022,31.42,29.44,-1.98
Equity,VFC,VF Corporation,,,9/9/2022,41.41,22.56,-18.85
Equity,VZ,Verizon,,,9/9/2022,39.53,37.58,-1.95
Equity,NDSN,Nordson Corporation,,,9/9/2022,231.63,220.95,-10.68
Equity,KR,Kroger,,,9/9/2022,50.79,48.82,-1.97
Equity,O,Realty Income,,,9/9/2022,63.87,62.26,-1.61
Equity,NTAP,NetApp,,,9/9/2022,70.3,62.93,-7.37
Equity,NUE,Nucor,,,9/9/2022,141.41,153.98,12.57
Equity,MOS,Mosaic Company (The),,,9/9/2022,55.24,45.6,-9.64
Equity,BAC,Bank of America,,,9/9/2022,34.24,28.37,-5.87
Equity,DOV,Dover Corporation,,,9/9/2022,128.09,151.38,23.29
Equity,GD,General Dynamics,,,9/9/2022,226.38,225.5,-0.88
Equity,FOXA,Fox Corporation (Class A),,,9/9/2022,34.28,34.05,-0.23
Equity,ADSK,Autodesk,,,9/9/2022,211.68,208.16,-3.52
Equity,BXP,Boston Properties,,,9/9/2022,80.5,53.19,-27.31
Equity,GPN,Global Payments,,,9/9/2022,131.38,104.98,-26.4
Equity,AES,AES Corporation,,,9/9/2022,26.7,23.73,-2.97
Equity,BLK,BlackRock,,,9/9/2022,680.73,664.24,-16.49
Equity,ALL,Allstate,,,9/9/2022,123.76,109.9,-13.86
Equity,TRV,Travelers Companies (The),,,9/9/2022,161.56,170.43,8.87
Equity,VRTX,Vertex Pharmaceuticals,,,9/9/2022,292.11,315.07,22.96
Equity,MAR,Marriott International,,,9/9/2022,160.67,165.11,4.44
Equity,SNA,Snap-on,,,9/9/2022,217.71,243.85,26.14
Equity,CSGP,CoStar Group,,,9/9/2022,78.42,68.85,-9.57
Equity,AON,Aon,,,9/9/2022,289.91,314.1,24.19
Equity,ABBV,AbbVie,,,9/9/2022,135.91,156.19,20.28
Equity,WHR,Whirlpool Corporation,,,9/9/2022,152.23,128.58,-23.65
Equity,DVA,DaVita Inc.,,,9/9/2022,92.62,81.11,-11.51
Equity,BMY,Bristol Myers Squibb,,,9/9/2022,67.92,68.14,0.22
Equity,VTRS,Viatris,,,9/9/2022,9.44,9.4,-0.04
Equity,WM,Waste Management,,,9/9/2022,171.18,162.46,-8.72
Equity,ENPH,Enphase,,,9/9/2022,305.7,210.28,-95.42
Equity,PHM,PulteGroup,,,9/9/2022,41.26,58.15,16.89
Equity,MSCI,MSCI,,,9/9/2022,486.11,556.66,70.55
Equity,GNRC,Generac,,,9/9/2022,238.0,108.01,-129.99
Equity,TFX,Teleflex,,,9/9/2022,240.73,252.59,11.86
Equity,NVDA,Nvidia,,,9/9/2022,143.79,277.74,133.95
Equity,SO,Southern Company,,,9/9/2022,76.35,68.22,-8.13
Equity,TDG,TransDigm Group,,,9/9/2022,619.92,737.05,117.13
Equity,MCHP,Microchip Technology,,,9/9/2022,65.72,82.94,17.22
Equity,BALL,Ball Corporation,,,9/9/2022,58.68,54.9,-3.78
Equity,NI,NiSource,,,9/9/2022,29.37,27.47,-1.9
Equity,AVB,AvalonBay Communities,,,9/9/2022,206.55,166.58,-39.97
Equity,MPC,Marathon Petroleum,,,9/9/2022,97.64,133.24,35.6
Equity,FIS,FIS,,,9/9/2022,88.78,53.82,-34.96
Equity,TEL,TE Connectivity,,,9/9/2022,126.73,129.92,3.19
Equity,CAT,Caterpillar Inc.,,,9/9/2022,185.4,226.48,41.08
Equity,HSIC,Henry Schein,,,9/9/2022,74.3,68.46,-5.84
Equity,JNPR,Juniper Networks,,,9/9/2022,28.44,29.97,1.53
Equity,CRL,Charles River Laboratories,,,9/9/2022,218.24,212.25,-5.99
Equity,ACN,Accenture,,,9/9/2022,285.92,280.62,-5.3
Equity,LEN,Lennar,,,9/9/2022,78.63,79.88,1.25
Equity,CTSH,Cognizant,,,9/9/2022,64.36,61.16,-3.2
Equity,COF,Capital One,,,9/9/2022,105.85,103.6,-2.25
Equity,PG,Procter & Gamble,,,9/9/2022,136.39,132.17,-4.22
Equity,APTV,Aptiv,,,9/9/2022,96.74,91.07,-5.67
Equity,ROL,"Rollins, Inc.",,,9/9/2022,35.65,41.53,5.88
Equity,SWKS,Skyworks Solutions,,,9/9/2022,100.77,84.45,-16.32
Equity,PNW,Pinnacle West,,,9/9/2022,73.59,65.02,-8.57
Equity,RSG,Republic Services,,,9/9/2022,145.61,131.2,-14.41
Equity,ADP,ADP,,,9/9/2022,240.36,237.8,-2.56
Equity,SPGI,S&P Global,,,9/9/2022,365.8,318.11,-47.69
Equity,CTAS,Cintas,,,9/9/2022,426.91,423.15,-3.76
Equity,WHR,Whirlpool Corporation,,,9/9/2022,152.23,131.36,-20.87
Equity,LYB,LyondellBasell,,,9/9/2022,79.79,72.51,-7.28
Equity,WST,West Pharmaceutical Services,,,9/9/2022,312.7,229.51,-83.19
Equity,TROW,T. Rowe Price,,,9/9/2022,119.15,102.75,-16.4
Equity,KMB,Kimberly-Clark,,,9/9/2022,123.48,121.16,-2.32
Equity,ARE,Alexandria Real Estate Equities,,,9/9/2022,152.94,141.09,-11.85
Equity,APD,Air Products and Chemicals,,,9/9/2022,250.76,246.07,-4.69
Equity,ALK,Alaska Air Group,,,9/9/2022,46.56,44.46,-2.1
Equity,CARR,Carrier Global,,,9/9/2022,41.46,39.25,-2.21
Equity,HSY,Hershey's,,,9/9/2022,222.14,234.43,12.29
Equity,ICE,Intercontinental Exchange,,,9/9/2022,101.8,94.45,-7.35
Equity,CLX,Clorox,,,9/9/2022,143.58,142.75,-0.83
Equity,AAL,American Airlines Group,,,9/9/2022,14.19,14.18,-0.01
Equity,FOX,Fox Corporation (Class B),,,9/9/2022,31.73,26.99,-4.74
Equity,TPR,"Tapestry, Inc.",,,9/9/2022,34.74,30.99,-3.75
Equity,PKG,Packaging Corporation of America,,,9/9/2022,134.16,116.82,-17.34
Equity,WM,Waste Management,,,9/9/2022,171.18,156.34,-14.84
Equity,LIN,Linde plc,,,9/9/2022,283.94,294.15,10.21
Equity,ETR,Entergy,,,9/9/2022,116.36,103.94,-12.42
Equity,GPN,Global Payments,,,9/9/2022,131.38,113.4,-17.98
Equity,JNJ,Johnson & Johnson,,,9/9/2022,161.08,169.11,8.03
Equity,EQR,Equity Residential,,,9/9/2022,74.04,60.98,-13.06
Equity,EIX,Edison International,,,9/9/2022,66.11,58.11,-8.0
Equity,LLY,Eli Lilly and Company,,,9/9/2022,314.34,358.26,43.92
Equity,AOS,A. O. Smith,,,9/9/2022,54.98,53.82,-1.16
Equity,AON,Aon,,,9/9/2022,289.91,279.94,-9.97
Equity,ECL,Ecolab,,,9/9/2022,170.36,155.5,-14.86
Equity,RF,Regions Financial Corporation,,,9/9/2022,21.55,21.3,-0.25
Equity,FE,FirstEnergy,,,9/9/2022,39.85,36.2,-3.65
Equity,FICO,Fair Isaac,,,9/9/2022,451.77,478.84,27.07
Equity,HCA,HCA Healthcare,,,9/9/2022,217.61,215.99,-1.62
Equity,CBOE,Cboe Global Markets,,,9/9/2022,122.53,123.06,0.53
Equity,PH,Parker Hannifin,,,9/9/2022,274.38,285.82,11.44
Equity,CVX,Chevron Corporation,,,9/9/2022,154.34,174.54,20.2
Equity,TJX,TJX Companies,,,9/9/2022,65.57,70.96,5.39
Equity,A,Agilent Technologies,,,9/9/2022,136.7,137.66,0.96
Equity,INVH,Invitation Homes,,,9/9/2022,38.37,30.75,-7.62
Equity,LYV,Live Nation Entertainment,,,9/9/2022,93.12,79.61,-13.51
Equity,AAP,Advance Auto Parts,,,9/9/2022,174.38,184.96,10.58
Equity,DHR,Danaher Corporation,,,9/9/2022,289.22,250.86,-38.36
Equity,NTRS,Northern Trust,,,9/9/2022,96.49,82.13,-14.36
Equity,PCG,PG&E Corporation,,,9/9/2022,12.89,14.93,2.04
Equity,COO,CooperCompanies,,,9/9/2022,314.65,273.34,-41.31
Equity,KIM,Kimco Realty,,,9/9/2022,21.26,20.66,-0.6
Equity,PEG,Public Service Enterprise Group,,,9/9/2022,66.13,54.53,-11.6
Equity,PTC,PTC,,,9/9/2022,119.97,117.83,-2.14
Equity,WFC,Wells Fargo,,,9/9/2022,44.06,44.7,0.64
Equity,CMCSA,Comcast,,,9/9/2022,34.34,31.04,-3.3
Equity,GRMN,Garmin,,,9/9/2022,88.12,86.12,-2.0
Equity,MKTX,MarketAxess,,,9/9/2022,263.28,241.61,-21.67
Equity,DVA,DaVita Inc.,,,9/9/2022,92.62,73.01,-19.61
Equity,AVGO,Broadcom Inc.,,,9/9/2022,507.39,858.62,351.23
Equity,IP,International Paper,,,9/9/2022,39.56,31.29,-8.27
Equity,MS,Morgan Stanley,,,9/9/2022,86.34,81.0,-5.34
Equity,APD,Air Products and Chemicals,,,9/9/2022,250.76,293.87,43.11
Equity,PRU,Prudential Financial,,,9/9/2022,93.46,94.4,0.94
Equity,SHW,Sherwin-Williams,,,9/9/2022,237.94,262.7,24.76
Equity,CHTR,Charter Communications,,,9/9/2022,405.91,459.12,53.21
Equity,KEY,KeyCorp,,,9/9/2022,17.88,10.06,-7.82
Equity,KR,Kroger,,,9/9/2022,50.79,47.86,-2.93
Equity,TSN,Tyson Foods,,,9/9/2022,73.75,55.19,-18.56
Equity,TRMB,Trimble Inc.,,,9/9/2022,63.08,51.55,-11.53
Equity,INTC,Intel,,,9/9/2022,30.43,33.25,2.82
Equity,EMR,Emerson Electric,,,9/9/2022,82.75,95.07,12.32
Equity,OXY,Occidental Petroleum,,,9/9/2022,65.09,61.14,-3.95
Equity,BBY,Best Buy,,,9/9/2022,72.75,73.56,0.81
Equity,PPL,PPL Corporation,,,9/9/2022,29.09,25.34,-3.75
Equity,PAYX,Paychex,,,9/9/2022,123.19,122.48,-0.71
Equity,VLO,Valero Energy,,,9/9/2022,109.81,128.42,18.61
